Customer_ID,Recency,Frequency,MonetaryValue,T-Age,R,F,M,RFM_Segment,RFM_Score,General_Segment,Transaction,Revenue,avg_order_value,profit_margin,CLV,cust_lifetime_value
1007835,186,4,975.6,176,1,3,4,134,8.0,Silver,4,975.6,243.9,0.2,6710.50602807597,1342.101205615194
1007836,33,5,1105.9,381,3,3,4,334,10.0,Gold,5,1105.9,221.18,0.25,6085.402719515551,1521.3506798788878
1007837,1,5,1092.0,227,4,3,4,434,11.0,Gold,5,1092.0,218.4,0.25,6008.915606936415,1502.2289017341038
1007839,34,8,1507.8,412,3,4,4,344,11.0,Gold,8,1507.8,188.475,0.4,5185.578612716762,2074.2314450867048
1007840,72,2,134.0,326,2,1,1,211,4.0,Bronze,2,134.0,67.0,0.1,1843.3944398568674,184.33944398568676
1007841,11,5,1296.6999999999998,241,4,3,4,434,11.0,Gold,5,1296.6999999999998,259.34,0.25,7135.312149738507,1783.8280374346268
1007842,62,4,1465.3999999999999,450,2,3,4,234,9.0,Silver,4,1465.3999999999999,366.34999999999997,0.2,10079.515717038259,2015.903143407652
1007843,49,3,1020.8000000000001,306,3,2,4,324,9.0,Silver,3,1020.8000000000001,340.2666666666667,0.15000000000000002,9361.87584182035,1404.2813762730527
1007844,40,5,1527.6,202,3,3,4,334,10.0,Gold,5,1527.6,305.52,0.25,8405.878645747316,2101.469661436829
1007845,34,3,424.7,370,3,2,2,322,7.0,Silver,3,424.7,141.56666666666666,0.15000000000000002,3894.97322690155,584.2459840352326
1007846,78,6,1390.5000000000002,341,2,4,4,244,10.0,Gold,6,1390.5000000000002,231.75000000000003,0.30000000000000004,6376.218827415359,1912.8656482246079
1007847,26,3,632.4,373,3,2,3,323,8.0,Silver,3,632.4,210.79999999999998,0.15000000000000002,5799.814148086979,869.972122213047
1007849,5,7,1547.6,135,4,4,4,444,12.0,Gold,7,1547.6,221.08571428571426,0.35000000000000003,6082.808603672682,2128.983011285439
1007850,19,3,373.7,136,4,2,2,422,8.0,Silver,3,373.7,124.56666666666666,0.15000000000000002,3427.2462794751805,514.0869419212771
1007851,3,1,0.0,0,4,1,1,411,6.0,Silver,1,0.0,0.0,0.05,0.0,0.0
1007852,12,4,745.5,164,4,3,3,433,10.0,Gold,4,745.5,186.375,0.2,5127.800578034681,1025.5601156069363
1007853,71,4,356.6,246,2,3,2,232,7.0,Silver,4,356.6,89.15,0.2,2452.815139003578,490.56302780071564
1007854,24,3,497.8,52,4,2,2,422,8.0,Silver,3,497.8,165.93333333333334,0.15000000000000002,4565.3818515460125,684.807277731902
1007855,68,4,381.8,288,2,3,2,232,7.0,Silver,4,381.8,95.45,0.2,2626.149243049821,525.2298486099643
1007856,50,5,1031.2,239,3,3,4,334,10.0,Gold,5,1031.2,206.24,0.25,5674.353272777318,1418.5883181943295
1007857,106,3,2128.4,232,1,2,4,124,7.0,Silver,3,2128.4,709.4666666666667,0.15000000000000002,19519.804605927147,2927.9706908890726
1007859,59,5,1035.0,346,2,3,4,234,9.0,Silver,5,1035.0,207.0,0.25,5695.263418662262,1423.8158546655654
1007860,225,3,298.2,202,1,2,1,121,4.0,Bronze,3,298.2,99.39999999999999,0.15000000000000002,2734.82697495183,410.22404624277453
1007861,50,2,372.1,64,3,1,2,312,6.0,Silver,2,372.1,186.05,0.1,5118.858739333884,511.88587393338844
1007862,315,1,180.0,0,1,1,1,111,3.0,Bronze,1,180.0,180.0,0.05,4952.402972749793,247.62014863748965
1007863,3,6,1224.7,372,4,4,4,444,12.0,Gold,6,1224.7,204.11666666666667,0.30000000000000004,5615.933259932104,1684.7799779796314
1007864,8,7,1020.3,433,4,4,4,444,12.0,Gold,7,1020.3,145.75714285714284,0.35000000000000003,4010.2672643623914,1403.5935425268372
1007865,76,3,403.1,84,2,2,2,222,6.0,Silver,3,403.1,134.36666666666667,0.15000000000000002,3696.8771079915587,554.5315661987339
1007866,444,1,200.0,0,1,1,1,111,3.0,Bronze,1,200.0,200.0,0.05,5502.669969721993,275.13349848609965
1007867,250,1,0.0,0,1,1,1,111,3.0,Bronze,1,0.0,0.0,0.05,0.0,0.0
1007868,121,3,473.3,69,1,2,2,122,5.0,Bronze,3,473.3,157.76666666666668,0.15000000000000002,4340.689494449032,651.1034241673549
1007869,59,3,608.9000000000001,387,2,2,3,223,7.0,Silver,3,608.9000000000001,202.9666666666667,0.15000000000000002,5584.292907606202,837.6439361409304
1007870,229,3,479.5,182,1,2,2,122,5.0,Bronze,3,479.5,159.83333333333334,0.15000000000000002,4397.5504174694925,659.632562620424
1007871,45,5,688.5,334,3,3,3,333,9.0,Silver,5,688.5,137.7,0.25,3788.588274153591,947.1470685383978
1007872,191,1,0.0,0,1,1,1,111,3.0,Bronze,1,0.0,0.0,0.05,0.0,0.0
1007873,8,1,241.0,0,4,1,1,411,6.0,Silver,1,241.0,241.0,0.05,6630.717313515001,331.5358656757501
1007874,353,2,574.0,37,1,1,2,112,4.0,Bronze,2,574.0,287.0,0.1,7896.3314065510585,789.6331406551059
1007875,20,2,77.60000000000002,366,4,1,1,411,6.0,Silver,2,77.60000000000002,38.80000000000001,0.1,1067.5179741260667,106.75179741260668
1007876,1,5,780.8,415,4,3,3,433,10.0,Gold,5,780.8,156.16,0.25,4296.484712358932,1074.121178089733
1007877,210,4,1056.8,62,1,3,4,134,8.0,Silver,4,1056.8,264.2,0.2,7269.027030002751,1453.8054060005504
1007878,8,2,971.5,199,4,1,4,414,9.0,Silver,2,971.5,485.75,0.1,13364.60968896229,1336.4609688962291
1007879,192,2,729.2,257,1,1,3,113,5.0,Bronze,2,729.2,364.6,0.1,10031.367354803191,1003.1367354803192
1007880,260,4,1458.2000000000003,243,1,3,4,134,8.0,Silver,4,1458.2000000000003,364.55000000000007,0.2,10029.991687310763,2005.9983374621527
1007881,64,6,1248.1,382,2,4,4,244,10.0,Gold,6,1248.1,208.01666666666665,0.30000000000000004,5723.235324341682,1716.9705973025048
1007882,233,1,147.0,0,1,1,1,111,3.0,Bronze,1,147.0,147.0,0.05,4044.462427745664,202.22312138728321
1007883,29,1,137.5,0,3,1,1,311,5.0,Bronze,1,137.5,137.5,0.05,3783.0856041838697,189.1542802091935
1007884,30,4,655.4000000000001,494,3,3,3,333,9.0,Silver,4,655.4000000000001,163.85000000000002,0.2,4508.062372694742,901.6124745389485
1007885,121,2,428.0,172,1,1,2,112,4.0,Bronze,2,428.0,214.0,0.1,5887.856867602532,588.7856867602532
1007886,25,5,760.5,383,4,3,3,433,10.0,Gold,5,760.5,152.1,0.25,4184.780511973575,1046.1951279933937
1007887,90,6,1668.8000000000002,399,2,4,4,244,10.0,Gold,6,1668.8000000000002,278.1333333333334,0.30000000000000004,7652.379704560052,2295.713911368016
1007888,62,3,902.6999999999998,353,2,2,3,223,7.0,Silver,3,902.6999999999998,300.8999999999999,0.15000000000000002,8278.766969446735,1241.8150454170104
1007889,221,4,1096.9,206,1,3,4,134,8.0,Silver,4,1096.9,274.225,0.2,7544.848362235067,1508.9696724470134
1007890,406,1,100.2,0,1,1,1,111,3.0,Bronze,1,100.2,100.2,0.05,2756.8376548307183,137.84188274153593
1007891,30,6,696.4,404,3,4,3,343,10.0,Gold,6,696.4,116.06666666666666,0.30000000000000004,3193.382805761996,958.014841728599
1007892,44,3,417.1,217,3,2,2,322,7.0,Silver,3,417.1,139.03333333333333,0.15000000000000002,3825.272740618405,573.7909110927608
1007893,36,3,349.5,205,3,2,2,322,7.0,Silver,3,349.5,116.5,0.15000000000000002,3205.3052573630603,480.7957886044591
1007894,29,5,808.4,186,3,3,3,333,9.0,Silver,5,808.4,161.68,0.25,4448.358403523259,1112.0896008808147
1007895,47,4,591.3000000000001,377,3,3,2,332,8.0,Silver,4,591.3000000000001,147.82500000000002,0.2,4067.160941370768,813.4321882741536
1007897,39,2,209.3,38,3,1,1,311,5.0,Bronze,2,209.3,104.65,0.1,2879.2720616570327,287.9272061657033
1007898,65,3,1369.0,343,2,2,4,224,8.0,Silver,3,1369.0,456.3333333333333,0.15000000000000002,12555.258647582345,1883.288797137352
1007899,7,9,1461.5,378,4,4,4,444,12.0,Gold,9,1461.5,162.38888888888889,0.45,4467.862311527051,2010.538040187173
1007900,50,3,730.6999999999999,330,3,2,3,323,8.0,Silver,3,730.6999999999999,243.56666666666663,0.15000000000000002,6701.334911459766,1005.200236718965
1007901,37,2,420.40000000000003,210,3,1,2,312,6.0,Silver,2,420.40000000000003,210.20000000000002,0.1,5783.306138177814,578.3306138177815
1007902,58,7,923.6,332,2,4,3,243,9.0,Silver,7,923.6,131.94285714285715,0.35000000000000003,3630.1899885965945,1270.5664960088081
1007903,122,1,450.0,0,1,1,2,112,4.0,Bronze,1,450.0,450.0,0.05,12381.007431874483,619.0503715937242
1007904,23,5,779.7,258,4,3,3,433,10.0,Gold,5,779.7,155.94,0.25,4290.431775392237,1072.6079438480592
1007905,162,1,245.0,0,1,1,1,111,3.0,Bronze,1,245.0,245.0,0.05,6740.770712909441,337.03853564547205
1007906,86,3,120.5,330,2,2,1,221,5.0,Bronze,3,120.5,40.166666666666664,0.15000000000000002,1105.1195522525,165.767932837875
1007907,113,1,210.0,0,1,1,1,111,3.0,Bronze,1,210.0,210.0,0.05,5777.8034682080915,288.8901734104046
1007908,7,7,1576.3,308,4,4,4,444,12.0,Gold,7,1576.3,225.18571428571428,0.35000000000000003,6195.613338051983,2168.4646683181945
1007909,8,3,372.6,101,4,2,2,422,8.0,Silver,3,372.6,124.2,0.15000000000000002,3417.158051197357,512.5737076796037
1007910,8,4,806.5000000000001,228,4,3,3,433,10.0,Gold,4,806.5000000000001,201.62500000000003,0.2,5547.379163225984,1109.4758326451968
1007911,146,3,515.9,73,1,2,2,122,5.0,Bronze,3,515.9,171.96666666666667,0.15000000000000002,4731.379062299294,709.7068593448942
1007912,12,6,556.2,229,4,4,2,442,10.0,Gold,6,556.2,92.7,0.30000000000000004,2550.4875309661434,765.1462592898431
1007913,30,5,1124.1,419,3,3,4,334,10.0,Gold,5,1124.1,224.82,0.25,6185.5513129644905,1546.3878282411226
1007914,30,3,895.2,39,3,2,3,323,8.0,Silver,3,895.2,298.40000000000003,0.15000000000000002,8209.983594825213,1231.497539223782
1007915,52,3,287.5,400,2,2,1,221,5.0,Bronze,3,287.5,95.83333333333333,0.15000000000000002,2636.6960271584544,395.5044040737682
1007916,4,6,1031.0,193,4,4,4,444,12.0,Gold,6,1031.0,171.83333333333334,0.30000000000000004,4727.710615652812,1418.3131846958438
1007917,50,3,1405.9,243,3,2,4,324,9.0,Silver,3,1405.9,468.6333333333334,0.15000000000000002,12893.67285072025,1934.0509276080377
1007918,48,3,685.8,218,3,2,3,323,8.0,Silver,3,685.8,228.6,0.15000000000000002,6289.551775392237,943.4327663088357
1007919,3,3,577.5,290,4,2,2,422,8.0,Silver,3,577.5,192.5,0.15000000000000002,5296.319845857418,794.4479768786128
1007920,134,3,223.0,182,1,2,1,121,4.0,Bronze,3,223.0,74.33333333333333,0.15000000000000002,2045.1590054133403,306.7738508120011
1007921,142,1,171.5,0,1,1,1,111,3.0,Bronze,1,171.5,171.5,0.05,4718.5394990366085,235.92697495183043
1007922,53,3,492.8,345,2,2,2,222,6.0,Silver,3,492.8,164.26666666666668,0.15000000000000002,4519.526268464996,677.9289402697495
1007923,75,4,752.4,267,2,3,3,233,8.0,Silver,4,752.4,188.1,0.2,5175.261106523533,1035.0522213047068
1007924,62,4,666.6999999999999,354,2,3,3,233,8.0,Silver,4,666.6999999999999,166.67499999999998,0.2,4585.787586017065,917.1575172034131
1007925,116,2,238.70000000000002,17,1,1,1,111,3.0,Bronze,2,238.70000000000002,119.35000000000001,0.1,3283.7183044315993,328.37183044316
1007926,62,7,1458.9,363,2,4,4,244,10.0,Gold,7,1458.9,208.41428571428574,0.35000000000000003,5734.175156305297,2006.961304706854
1007927,414,1,72.8,0,1,1,1,111,3.0,Bronze,1,72.8,72.8,0.05,2002.971868978805,100.14859344894026
1007928,81,3,1145.7,121,2,2,4,224,8.0,Silver,3,1145.7,381.90000000000003,0.15000000000000002,10507.348307184144,1576.1022460776219
1007929,67,3,1139.5,246,2,2,4,224,8.0,Silver,3,1139.5,379.8333333333333,0.15000000000000002,10450.487384163684,1567.5731076245527
1007930,41,4,348.1,157,3,3,2,332,8.0,Silver,4,348.1,87.025,0.2,2394.349270575282,478.8698541150564
1007931,74,5,1426.7,368,2,3,4,234,9.0,Silver,5,1426.7,285.34000000000003,0.25,7850.659245802367,1962.6648114505917
1007932,198,2,511.5,12,1,1,2,112,4.0,Bronze,2,511.5,255.75,0.1,7036.539223781997,703.6539223781997
1007933,13,6,1137.6000000000001,210,4,4,4,444,12.0,Gold,6,1137.6000000000001,189.60000000000002,0.30000000000000004,5216.531131296449,1564.9593393889347
1007934,27,6,1446.6999999999998,377,3,4,4,344,11.0,Gold,6,1446.6999999999998,241.11666666666665,0.30000000000000004,6633.927204330671,1990.1781612992015
1007935,30,4,1007.9000000000001,156,3,3,4,334,10.0,Gold,4,1007.9000000000001,251.97500000000002,0.2,6932.6763281034955,1386.5352656206992
1007936,224,1,162.0,0,1,1,1,111,3.0,Bronze,1,162.0,162.0,0.05,4457.162675474813,222.85813377374066
1007937,72,1,120.0,0,2,1,1,211,4.0,Bronze,1,120.0,120.0,0.05,3301.601981833195,165.08009909165978
1007938,1,5,521.5,434,4,3,2,432,9.0,Silver,5,521.5,104.3,0.25,2869.642389210019,717.4105973025047
1007939,65,6,1312.1999999999998,390,2,4,4,244,10.0,Gold,6,1312.1999999999998,218.69999999999996,0.30000000000000004,6017.169611890998,1805.1508835672996
1007940,82,1,0.0,0,2,1,1,211,4.0,Bronze,1,0.0,0.0,0.05,0.0,0.0
1007941,114,3,636.0,157,1,2,3,123,6.0,Silver,3,636.0,212.0,0.15000000000000002,5832.830167905312,874.9245251857969
1007943,248,1,1158.5,0,1,1,4,114,6.0,Silver,1,1158.5,1158.5,0.05,31874.215799614638,1593.710789980732
1007944,36,3,250.8,213,3,2,1,321,6.0,Silver,3,250.8,83.60000000000001,0.15000000000000002,2300.1160473437926,345.01740710156895
1007945,71,3,598.2,332,2,2,3,223,7.0,Silver,3,598.2,199.4,0.15000000000000002,5486.161959812826,822.924293971924
1007946,24,4,483.3,384,4,3,2,432,9.0,Silver,4,483.3,120.825,0.2,3324.3004954582984,664.8600990916598
1007947,48,4,1233.9,362,3,3,4,334,10.0,Gold,4,1233.9,308.475,0.2,8487.180594549958,1697.4361189099918
1007948,457,1,0.0,0,1,1,1,111,3.0,Bronze,1,0.0,0.0,0.05,0.0,0.0
1007951,4,3,127.7,260,4,2,1,421,7.0,Silver,3,127.7,42.56666666666667,0.15000000000000002,1171.1515918891641,175.67273878337465
1007952,16,5,996.7,272,4,3,4,434,11.0,Gold,5,996.7,199.34,0.25,5484.51115882191,1371.1277897054774
1007953,122,3,901.9000000000001,309,1,2,3,123,6.0,Silver,3,901.9000000000001,300.6333333333334,0.15000000000000002,8271.430076153774,1240.7145114230664
1007954,50,3,638.6,462,3,2,3,323,8.0,Silver,3,638.6,212.86666666666667,0.15000000000000002,5856.67507110744,878.5012606661162
1007955,157,2,264.0,244,1,1,1,111,3.0,Bronze,2,264.0,132.0,0.1,3631.762180016515,363.1762180016515
1007956,5,3,500.8,183,4,2,2,422,8.0,Silver,3,500.8,166.93333333333334,0.15000000000000002,4592.895201394623,688.9342802091935
1007957,63,2,208.0,105,2,1,1,211,4.0,Bronze,2,208.0,104.0,0.1,2861.388384255436,286.1388384255436
1007958,36,3,380.8,352,3,2,2,322,7.0,Silver,3,380.8,126.93333333333334,0.15000000000000002,3492.3612074502244,523.8541811175337
1007959,4,3,1457.0,260,4,2,4,424,10.0,Gold,3,1457.0,485.6666666666667,0.15000000000000002,13362.316909808238,2004.347536471236
1007960,86,4,435.40000000000003,131,2,3,2,232,7.0,Silver,4,435.40000000000003,108.85000000000001,0.2,2994.8281310211946,598.9656262042389
1007961,104,4,795.7,332,1,3,3,133,7.0,Silver,4,795.7,198.925,0.2,5473.093118634736,1094.6186237269474
1007962,48,5,658.1,382,3,3,3,333,9.0,Silver,5,658.1,131.62,0.25,3621.307107074043,905.3267767685107
1007964,49,5,486.5,57,3,3,2,332,8.0,Silver,5,486.5,97.3,0.25,2677.048940269749,669.2622350674372
1007965,79,6,789.5999999999999,349,2,4,3,243,9.0,Silver,6,789.5999999999999,131.6,0.30000000000000004,3620.7568400770706,1086.2270520231214
1007966,17,7,1274.5,355,4,4,4,444,12.0,Gold,7,1274.5,182.07142857142858,0.35000000000000003,5009.3949117219145,1753.2882191026702
1007967,22,3,660.0,417,4,2,3,423,9.0,Silver,3,660.0,220.0,0.15000000000000002,6052.936966694191,907.9405450041288
1007968,132,4,1006.9000000000001,241,1,3,4,134,8.0,Silver,4,1006.9000000000001,251.72500000000002,0.2,6925.797990641343,1385.1595981282687
1007969,23,3,955.6,82,4,2,4,424,10.0,Gold,3,955.6,318.53333333333336,0.15000000000000002,8763.919038443893,1314.5878557665842
1007970,439,1,36.8,0,1,1,1,111,3.0,Bronze,1,36.8,36.8,0.05,1012.4912744288465,50.62456372144233
1007971,2,8,803.1,438,4,4,3,443,11.0,Gold,8,803.1,100.3875,0.4,2761.9964079273323,1104.798563170933
1007972,88,5,816.3000000000001,356,2,3,3,233,8.0,Silver,5,816.3000000000001,163.26000000000002,0.25,4491.829496284063,1122.9573740710157
1007973,69,3,844.5,102,2,2,3,223,7.0,Silver,3,844.5,281.5,0.15000000000000002,7745.007982383704,1161.7511973575558
1007974,14,4,1793.2,330,4,3,4,434,11.0,Gold,4,1793.2,448.3,0.2,12334.234737131846,2466.8469474263693
1007975,53,4,405.0,382,2,3,2,232,7.0,Silver,4,405.0,101.25,0.2,2785.7266721717588,557.1453344343518
1007976,2,6,1127.3000000000002,241,4,4,4,444,12.0,Gold,6,1127.3000000000002,187.88333333333335,0.30000000000000004,5169.299880723002,1550.789964216901
1007977,229,1,206.5,0,1,1,1,111,3.0,Bronze,1,206.5,206.5,0.05,5681.506743737957,284.07533718689785
1007978,8,2,240.0,173,4,1,1,411,6.0,Silver,2,240.0,120.0,0.1,3301.601981833195,330.16019818331955
1007979,3,6,994.4,267,4,4,4,444,12.0,Gold,6,994.4,165.73333333333332,0.30000000000000004,4559.879181576291,1367.9637544728873
1007980,36,6,916.8,327,3,4,3,343,10.0,Gold,6,916.8,152.79999999999998,0.30000000000000004,4204.039856867602,1261.2119570602808
1007981,83,4,935.5000000000002,329,2,3,3,233,8.0,Silver,4,935.5000000000002,233.87500000000006,0.2,6434.684695843656,1286.9369391687314
1007982,39,3,929.5,51,3,2,3,323,8.0,Silver,3,929.5,309.8333333333333,0.15000000000000002,8524.552894760986,1278.682934214148
1007983,232,1,198.0,0,1,1,1,111,3.0,Bronze,1,198.0,198.0,0.05,5447.6432700247715,272.3821635012386
1007984,59,3,371.0,312,2,2,2,222,6.0,Silver,3,371.0,123.66666666666667,0.15000000000000002,3402.484264611432,510.3726396917149
1007985,13,6,1507.3000000000002,426,4,4,4,444,12.0,Gold,6,1507.3000000000002,251.2166666666667,0.30000000000000004,6911.812037801633,2073.5436113404903
1007986,306,3,365.0,136,1,2,2,122,5.0,Bronze,3,365.0,121.66666666666667,0.15000000000000002,3347.457564914212,502.1186347371319
1007987,16,2,288.0,420,4,1,1,411,6.0,Silver,2,288.0,144.0,0.1,3961.9223781998344,396.19223781998346
1007988,118,3,322.9,111,1,2,1,121,4.0,Bronze,3,322.9,107.63333333333333,0.15000000000000002,2961.353555372052,444.2030333058079
1007989,28,4,1075.1000000000001,201,3,3,4,334,10.0,Gold,4,1075.1000000000001,268.77500000000003,0.2,7394.900605560143,1478.9801211120287
1007990,36,1,499.5,0,3,1,2,312,6.0,Silver,1,499.5,499.5,0.05,13742.918249380675,687.1459124690338
1007991,51,8,1886.9,325,2,4,4,244,10.0,Gold,8,1886.9,235.8625,0.4,6489.367478667767,2595.746991467107
1007992,42,5,735.8000000000001,356,3,3,3,333,9.0,Silver,5,735.8000000000001,147.16000000000003,0.25,4048.864563721442,1012.2161409303606
1007993,181,3,416.3,261,1,2,2,122,5.0,Bronze,3,416.3,138.76666666666668,0.15000000000000002,3817.9358473254424,572.6903770988165
1007994,18,3,425.6,267,4,2,2,422,8.0,Silver,3,425.6,141.86666666666667,0.15000000000000002,3903.227231856133,585.4840847784201
1007995,48,3,316.8,171,3,2,1,321,6.0,Silver,3,316.8,105.60000000000001,0.15000000000000002,2905.409744013212,435.8114616019818
1007996,41,4,528.5,363,3,3,2,332,8.0,Silver,4,528.5,132.125,0.2,3635.201348747591,727.0402697495183
1007997,50,3,675.5,366,3,2,3,323,8.0,Silver,3,675.5,225.16666666666666,0.15000000000000002,6195.0892742453425,929.2633911368015
1007998,193,2,548.1,248,1,1,2,112,4.0,Bronze,2,548.1,274.05,0.1,7540.03352601156,754.003352601156
1007999,59,2,297.8,24,2,1,1,211,4.0,Bronze,2,297.8,148.9,0.1,4096.737792458023,409.67377924580234
1008000,96,4,725.9,344,1,3,3,133,7.0,Silver,4,725.9,181.475,0.2,4992.985163776492,998.5970327552985
1008001,23,3,163.5,57,4,2,1,421,7.0,Silver,3,163.5,54.5,0.15000000000000002,1499.477566749243,224.92163501238647
1008002,15,2,127.0,146,4,1,1,411,6.0,Silver,2,127.0,63.5,0.1,1747.0977153867325,174.70977153867327
1008003,47,5,761.4,392,3,3,3,333,9.0,Silver,5,761.4,152.28,0.25,4189.732914946325,1047.4332287365812
1008004,36,5,963.0,485,3,3,4,334,10.0,Gold,5,963.0,192.6,0.25,5299.071180842278,1324.7677952105696
1008005,3,4,663.6,422,4,3,3,433,10.0,Gold,4,663.6,165.9,0.2,4564.464739884393,912.8929479768785
1008006,53,9,1724.4,251,2,4,4,244,10.0,Gold,9,1724.4,191.60000000000002,0.45,5271.557830993669,2372.201023947151
1008007,83,5,1715.1000000000001,339,2,3,4,234,9.0,Silver,5,1715.1000000000001,343.02000000000004,0.25,9437.629265070189,2359.4073162675472
1008008,20,3,454.2,189,4,2,2,422,8.0,Silver,3,454.2,151.4,0.15000000000000002,4165.521167079549,624.8281750619324
1008010,13,4,305.0,207,4,3,1,431,8.0,Silver,4,305.0,76.25,0.2,2097.8929259565093,419.5785851913019
1008011,76,4,823.5,373,2,3,3,233,8.0,Silver,4,823.5,205.875,0.2,5664.310900082576,1132.8621800165154
1008012,212,3,583.5,211,1,2,2,122,5.0,Bronze,3,583.5,194.5,0.15000000000000002,5351.3465455546375,802.7019818331958
1008013,70,7,1070.3999999999999,240,2,4,4,244,10.0,Gold,7,1070.3999999999999,152.91428571428568,0.35000000000000003,4207.184239707442,1472.514483897605
1008014,177,3,912.4,274,1,2,3,123,6.0,Silver,3,912.4,304.1333333333333,0.15000000000000002,8367.72680062391,1255.1590200935866
1008015,25,5,1109.5,410,4,3,4,434,11.0,Gold,5,1109.5,221.9,0.25,6105.212331406551,1526.3030828516378
1008016,58,2,159.5,25,2,1,1,211,4.0,Bronze,2,159.5,79.75,0.1,2194.189650426644,219.41896504266444
1008017,299,2,431.90000000000003,66,1,1,2,112,4.0,Bronze,2,431.90000000000003,215.95000000000002,0.1,5941.507899807322,594.1507899807323
1008018,112,4,451.1,111,1,3,2,132,6.0,Silver,4,451.1,112.775,0.2,3102.8180291769886,620.5636058353978
1008019,83,4,788.5999999999999,415,2,3,3,233,8.0,Silver,4,788.5999999999999,197.14999999999998,0.2,5424.256922653453,1084.8513845306907
1008021,22,5,1496.2,402,4,3,4,434,11.0,Gold,5,1496.2,299.24,0.25,8233.094808698044,2058.273702174511
1008022,161,4,838.3000000000001,134,1,3,3,133,7.0,Silver,4,838.3000000000001,209.57500000000002,0.2,5766.110294522434,1153.2220589044869
1008023,36,4,892.3,215,3,3,3,333,9.0,Silver,4,892.3,223.075,0.2,6137.5405174786665,1227.5081034957334
1008024,76,4,738.3,336,2,3,3,233,8.0,Silver,4,738.3,184.575,0.2,5078.276548307183,1015.6553096614366
1008025,450,2,657.0,1,1,1,3,113,5.0,Bronze,2,657.0,328.5,0.1,9038.13542526837,903.8135425268371
1008026,168,4,1415.0,43,1,3,4,134,8.0,Silver,4,1415.0,353.75,0.2,9732.847508945773,1946.5695017891549
1008027,446,2,916.8000000000002,61,1,1,3,113,5.0,Bronze,2,916.8000000000002,458.4000000000001,0.1,12612.119570602808,1261.2119570602808
1008028,57,3,381.6,82,2,2,2,222,6.0,Silver,3,381.6,127.2,0.15000000000000002,3499.6981007431873,524.9547151114782
1008029,7,7,1236.7,436,4,4,4,444,12.0,Gold,7,1236.7,176.67142857142858,0.35000000000000003,4860.82282253942,1701.287987888797
1008030,39,5,721.3,26,3,3,3,333,9.0,Silver,5,721.3,144.26,0.25,3969.075849160473,992.2689622901182
1008031,4,5,1201.3,498,4,3,4,434,11.0,Gold,5,1201.3,240.26,0.25,6610.357434627029,1652.5893586567572
1008032,3,3,708.6,129,4,2,3,423,9.0,Silver,3,708.6,236.20000000000002,0.15000000000000002,6498.653234241673,974.7979851362511
1008033,6,6,1526.6,388,4,4,4,444,12.0,Gold,6,1526.6,254.4333333333333,0.30000000000000004,7000.3133131479935,2100.0939939443983
1008034,8,5,558.0,413,4,3,2,432,9.0,Silver,5,558.0,111.6,0.25,3070.4898431048714,767.6224607762178
1008035,30,3,836.2,420,3,2,3,323,8.0,Silver,3,836.2,278.73333333333335,0.15000000000000002,7668.887714469217,1150.3331571703827
1008036,50,6,877.2,395,3,4,3,343,10.0,Gold,6,877.2,146.20000000000002,0.30000000000000004,4022.4517478667767,1206.7355243600332
1008037,30,4,671.9,446,3,3,3,333,9.0,Silver,4,671.9,167.975,0.2,4621.554940820258,924.3109881640517
1008038,41,1,225.0,0,3,1,1,311,5.0,Bronze,1,225.0,225.0,0.05,6190.503715937241,309.5251857968621
1008039,7,2,475.3,83,4,1,2,412,7.0,Silver,2,475.3,237.65,0.1,6538.547591522157,653.8547591522157
1008040,41,4,947.1999999999999,350,3,3,3,333,9.0,Silver,4,947.1999999999999,236.79999999999998,0.2,6515.161244150838,1303.0322488301676
1008041,48,2,192.5,406,3,1,1,311,5.0,Bronze,2,192.5,96.25,0.1,2648.159922928709,264.81599229287093
1008042,14,3,820.4,305,4,2,3,423,9.0,Silver,3,820.4,273.46666666666664,0.15000000000000002,7523.984071933203,1128.5976107899808
1008043,67,2,369.0,12,2,1,2,212,5.0,Bronze,2,369.0,184.5,0.1,5076.213047068538,507.62130470685383
1008044,25,1,94.0,0,4,1,1,411,6.0,Silver,1,94.0,94.0,0.05,2586.2548857693364,129.31274428846683
1008045,69,4,2250.5,431,2,3,4,234,9.0,Silver,4,2250.5,562.625,0.2,15479.69845857418,3095.939691714836
1008046,19,5,2348.7,413,4,3,4,434,11.0,Gold,5,2348.7,469.73999999999995,0.25,12924.120957886042,3231.0302394715104
1008047,58,4,785.7,141,2,3,3,233,8.0,Silver,4,785.7,196.425,0.2,5404.3097440132115,1080.8619488026422
1008048,90,1,91.5,0,2,1,1,211,4.0,Bronze,1,91.5,91.5,0.05,2517.4715111478113,125.87357555739057
1008049,181,2,133.0,164,1,1,1,111,3.0,Bronze,2,133.0,66.5,0.1,1829.6377649325623,182.96377649325623
1008050,397,2,506.0,49,1,1,2,112,4.0,Bronze,2,506.0,253.0,0.1,6960.87751169832,696.087751169832
1008051,22,6,1335.5,423,4,4,4,444,12.0,Gold,6,1335.5,222.58333333333334,0.30000000000000004,6124.013120469768,1837.2039361409306
1008052,57,3,470.0,311,2,2,2,222,6.0,Silver,3,470.0,156.66666666666666,0.15000000000000002,4310.424809615561,646.5637214423342
1008053,79,6,669.5,355,2,4,3,243,9.0,Silver,6,669.5,111.58333333333333,0.30000000000000004,3070.0312872740615,921.0093861822186
